count;token;matched
1;tupe;tube tue type
1;txn3;t2n3 t3n3 t4n3
1;typa;type
1;typee;type type1
1;ucere;ulcere
1;uine;aine kine line mine sine une urine usine
1;ulc7re;ulcere
1;ulcerere;ulceree
1;uleale;ileale
1;ulgere;ulcere
1;umeur;fumeur humeur tumeur
1;unterus;uterus
1;unv;une
1;uothelial;urothelial
1;uretersostomie;ureterostomie
1;urethelial;urothelial
1;uretheliales;urotheliales
1;uretro-hydronephrose;uretero-hydronephrose
1;urinai;urinae
1;urinairer;urinaire urinaires
1;urinare;urinae urinaire
1;uriothelial;urothelial
1;urnaire;urinaire
1;urorectale;uro-rectale
1;urotelial;urothelial
1;urotheliat;urothelial
1;urthelial;urothelial
1;urthro-prostatique;urethro-prostatique
1;uterovaginal;utero-vaginal
1;uva;eva iva
1;v2sicale;vesicale
1;vacsculaire;vasculaire
1;vagual;vagal
1;vaies;baies voies
1;valecule;vallecule
1;valte;malte valve
1;valv;valve
1;valva;valga valve
1;valvaulaire;valvulaire
1;valvulalire;valvulaire
1;valvulaure;valvulaire
1;valvulkaire;valvulaire
1;vantriculaire;ventriculaire
1;variables;variable
1;variqueuex;variqueux
1;vascukaire;vasculaire
1;vasculaie;vasculaire
1;vasculairte;vasculaire vasculairite
1;vasculaitre;vasculaire
1;vasculodegenerative;vasculo-degenerative
1;vaso;baso maso
1;vasoactives;vaso-actives
1;vaspospasme;vasospasme
1;vaszculaire;vasculaire
1;vaxculaire;vasculaire
1;vcoronarienne;coronarienne
1;vec;avec cec ec iec pec sec vac vc vhc vpc vvc
1;veillie;vieillie
1;veineus;veines veineuse veineux
1;veino-arteriellle;veino-arterielle
1;veissie;vessie
1;venilatoire;ventilatoire
1;venricule;ventricule
1;vent;bent dent kent lent
1;venticule;ventricule
1;ventilatiopn;ventilation
1;ventiltion;ventilation
1;ventrculaire;venticulaire ventriculaire
1;ventriculare;ventriculaire
1;ventriulaire;ventriculaire
1;verbal;verbale
1;vermiens;vermien
1;verres;serres verre
1;vertabrales;vertebrales
1;vertebrakles;vertebrales
1;vertebromedullaire;vertebro-medullaire
1;vescie;vessie
1;vesico-vaginales;vesico-vaginale
1;vesicocolique;vesico-colique
1;vesicodigestive;vesico-digestive
1;vesicosigmoidienne;vesico-sigmoidienne
1;vessuie;vessie
1;vetebrales;vertebrales
1;vetriculaire;ventriculaire
1;videocapsule;video-capsule
1;vielli;vieilli viellie
1;vigilances;vigilance
1;vigilence;vigilance
1;vioie;voie
1;viseral;visceral
1;viserale;viscerale
1;viuscerale;viscerale
1;vivante;vivant
1;volan;volant
1;vollet;collet mollet volet
1;volumineuses;volumineuse
1;volumlineux;volumineux
1;voluntaire;volontaire
1;vomissementqs;vomissements
1;vomumineux;volumineux
1;vouloir;couloir
1;vsculaire;vasculaire
1;vvdi;vddi
1;vzentriculaire;ventriculaire
1;waldenstom;waldenstrom
1;xacfa;acfa bacfa tacfa
1;xie;lie vie xi xii
1;xterne;externe
1;xviscerale;viscerale
1;yndrome;syndrome
1;yronc;tronc
1;ythme;rythme
1;zosterieennes;zosteriennes
